,product_name,product_id,parent_category,Image_Front,frame_shape
38,LK Eyewear P2013 Black,8298,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0124_2.JPG,Rectangle
39,LK Eyewear P2013 Magenta - Black,8299,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0172_4.JPG,Rectangle
40,LK Eyewear P2013 Blue - Black,8300,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0180_2.JPG,Rectangle
41,LK Eyewear P2013 Turquoise - Black,8301,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0188_4.JPG,Rectangle
42,LK Rectangle Eyewear 8004 Black,8302,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0220_2.JPG,Rectangle
43,LK Rectangle Eyewear 8004 Turquoise - Black,8303,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0244_2.JPG,Rectangle
44,LK Rectangle Eyewear 8004 Magenta - Black,8304,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0276_4.JPG,Rectangle
45,LK Rectangle Eyewear 8004 Blue - Black,8305,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0284_2.JPG,Rectangle
46,LK New Fashion Eyewear P2012 Black,8306,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0316_4.JPG,Rectangle
47,LK New Fashion Eyewear P2003 Magenta - Black,8307,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0356_4.JPG,Rectangle
48,Buy LK New Fashion Eyewear P2003 Turquoise - Black,8309,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0378_2.JPG,Rectangle
49,LK Rock Eyewear P2002 Black,8310,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0408_2.JPG,Rectangle
50,LK Rock Eyewear P2002 Magenta - Black,8311,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0456_4.JPG,Rectangle
51,LK Rock Eyewear P2002 Blue - Black,8312,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0488_4.JPG,Rectangle
52,LK France Design Eyewear C-5008 Metallic Blue Eye White Temple,8313,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0504_4.JPG,Oval
53,Baoliya Eyewear TA 1011 Silver,8315,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0992.JPG,Oval
54,Baoliya Eyewear TA 1034 Silver,8316,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0960.JPG,Oval
55,Baoliya Eyewear BA1003 Silver,8317,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0984.JPG,Rectangle
56,Alain Delon AD3024 C4 Silver,8318,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0968.JPG,Rectangle
57,Alain Delon AD3024 C5 Grey,8319,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0952.JPG,Rectangle
58,Op Velvat MM012 C15 Orange,8320,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0944.JPG,Rectangle
59,Op Velvat MM012 C14 Cherry Brown,8321,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0936.JPG,Rectangle
60,Op Velvat MM012 C08 Purple,8322,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0928.JPG,Rectangle
61,Op Velvat MM012 C01 White - Black,8323,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0912.JPG,Rectangle
62,Filano Italy DU Design F001 White,8324,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0792.JPG,Rectangle
63,Filano Italy DU Design F001 Blue,8325,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0784.JPG,Rectangle
64,Filano Italy DU Design F001 Brown,8326,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0776.JPG,Rectangle
65,Filano Italy DU Design F001 Black,8327,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0768.JPG,Rectangle
66,Excellent Red,8328,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0760.JPG,Rectangle
67,Filano Italy DU Design F001 Grey,8329,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0752.JPG,Rectangle
68,Filano Italy DU Design F001 Purple,8330,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0720.JPG,Rectangle
69,Highway 52098 Black,8331,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0744.JPG,Rectangle
70,Excellent  Black,8332,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0736.JPG,Rectangle
71,Excellent  Brown,8333,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0680.JPG,Rectangle
72,Excellent  Blue,8334,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0656.JPG,Rectangle
73,Excellent  Purple,8335,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0672.JPG,Rectangle
74,Highway 52098 Grey,8336,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0640.JPG,Rectangle
75,Gold DU 200 Sunny Sky Blue,8337,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0619.JPG,Oval
76,Gold DU 200 Sunny Black,8338,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0611.JPG,Oval
77,Gold DU 200 Sunny Black & Magenta,8339,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0603.JPG,Rectangle
78,Gold DU 200 Sunny Yellow,8340,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0595.JPG,Oval
79,Gold DU 200 Sunny Magenta,8341,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0587.JPG,Rectangle
80,Gold DU 200 Sunny Zebra,8342,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0579.JPG,Rectangle
81,Gold DU 200 Sunny Purple,8343,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0571.JPG,Rectangle
82,Gold DU 200 Sunny Black & White,8344,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0563.JPG,Oval
83,Gold DU 200 Sunny Pink,8345,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0555.JPG,Oval
84,Gold DU 200 Sunny Blue,8346,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0531.JPG,Rectangle
85,Proactive PA303  Brown Golden,9087,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_9493.jpg,Rectangle
86,Proactive PA303  Maroon Black,9088,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_9508.jpg,Rectangle
87,Proactive PA303  Blue Blue,9089,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_9512.jpg,Rectangle
88,Proactive PA303  Black Silver,9090,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_9519.jpg,Rectangle
89,Proactive PA303  Black Metal,9091,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_9535_1.jpg,Rectangle
90,Proactive PA 304 Black Metal,9092,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_9542.jpg,Rectangle
91,Proactive PA 304 Blue,9093,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_9548.jpg,Rectangle
92,Proactive PA 304 Brown Gold DUen,9094,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_9555.jpg,Rectangle
93,Proactive PA 304 Black Silver,9095,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_9565.jpg,Rectangle
94,Proactive 7006 Black,9096,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_9580.jpg,Rectangle
95,Proactive 7006 Silver Black,9097,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_9589.jpg,Rectangle
96,Proactive 7006 Maroon Black,9098,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_9594.jpg,Rectangle
97,Prize 589 Blue,9099,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_9607.jpg,Rectangle
98,Prize 589 Black,9100,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_9631.jpg,Rectangle
99,Prize 589 Black Metal,9102,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_9652_1.jpg,Rectangle
100,Prize 586 Black Metal,9103,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_9661.jpg,Rectangle
101,Proof 590 Brown,9104,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_9666.jpg,Rectangle
102,Proof 590 Blue,9105,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_9677.jpg,Rectangle
103,Proof 590 Green,9106,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_9689.jpg,Rectangle
104,Proof 590 Black Copper,9107,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_9700.jpg,Rectangle
105,Proof 590 Black,9108,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_9712.jpg,Rectangle
106,Proof 590 Black Metal,9109,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_9718.jpg,Rectangle
107,LK New Fashion Eyewear P2003 Blue - Black,12433,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0364_4_1.JPG,Rectangle
108,LK New Fashion Eyewear P2017 Black,12434,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0316_4_1.JPG,Rectangle
109,LK Eyewear P2012 Magenta - Black,12435,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0172_4_1.JPG,Rectangle
110,LK Eyewear P2012 Turquoise - Black,12436,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0188_4_1.JPG,Rectangle
111,Todaywear Rimless Eyewear  Blue Silver ( Free Unbreakable Prescription Lens and 1yr warranty ) *,12437,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0515_3_2.JPG,Rectangle
112,LK Eyewear P2002 Magenta - Black,12438,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0172_4_2.JPG,Rectangle
113,LK Eyewear P2002 Turquoise - Black,12439,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/DSC_0188_4_2.JPG,Rectangle
114,Brad Eyewear B1002 Black,12447,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/brad_eyewear_b1004_black_1__6.jpg,Rectangle
115,LK Oval 8019 Blue,12553,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2363.jpg,Oval
116,LK Oval 8019 Magenta Black,12554,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2370.jpg,Oval
117,LK Oval 8019 Turquoise-Black,12555,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2379.jpg,Oval
118,LK Oval 8019 Black,12556,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2394.jpg,Oval
119,Todaywear Rimless 5074 White - Silver ( Free Unbreakable Prescription Lens and 1yr warranty ) *,12557,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2415.jpg,Rectangle
120,Tag Style 5069 Green Black ( Free Unbreakable Prescription Lens and 1yr warranty ) *,12558,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2639.jpg,Rectangle
121,Tag Style 5069 Violet ( Free Unbreakable Prescription Lens and 1yr warranty ) *,12559,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2653.jpg,Rectangle
122,Constantine France Design Switchers C-5008 Golden White and Black Temples,12560,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2419.jpg,Rectangle
123,Constantine France Design Switchers C-5008 Brown White and Brown Temples,12561,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2454_1.jpg,Rectangle
124,Constantine France Design Switchers C-5008 Blue Grey and WhiteTemples,12562,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2460_1.jpg,Rectangle
125,Vintage Hypnose Black Unisex Eyeglasses,12563,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2488.jpg,Rectangle
126,Vintage Crazy-X Pink Unisex Eyeglasses,12564,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2494.jpg,Rectangle
127,Vintage Crazy-X Unisex Eyeglasses,12565,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2504.jpg,Rectangle
128,Fiezai DU Eyewear 0120 Magenta,12566,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2512.jpg,Rectangle
129,Baoliya  TC-3005 Titan DUium,12567,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2517.jpg,Rectangle
130,Silhoutte Style M9420 Black Silver Col 9,12568,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2536.jpg,Oval
131,Brad Eyewear B1001 Metal Black,12569,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2546.jpg,Rectangle
132,Excellent Eyewear Titan DUium Green Black,12570,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2556.jpg,Rectangle
133,LK Rectangle T8010 Blue,12571,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2560.jpg,Rectangle
134,LK Rectangle T8010 Turquoise-Black,12572,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2571.jpg,Rectangle
135,LK Rectangle T8010 Magenta,12573,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2583.jpg,Rectangle
136,LK Rectangle T8010 Black,12574,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2595.jpg,Rectangle
137,Fond Eyewear F001 Blue,12575,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2605.jpg,Rectangle
138,Fibran DU Eyewear 8254GS Brown,12576,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2611.jpg,Rectangle
139,Wet Da Eyewear 8440 S Metal,12577,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2625.jpg,Rectangle
140,Lancer Eyewear WD5605 Silver,12578,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2633.jpg,Rectangle
141,A To Z Rimless Collection GO-105 Wine,12579,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2659.jpg,Rectangle
142,A To Z Rimless Collection GO-102 Anti Green,12580,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2668.jpg,Rectangle
143,A to Z Rimless Collection GO 102 Wine Eyeglasses at Best Price - Todaywear DU.com,12581,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2686.jpg,Rectangle
144,Solano Eyewear CL-7223 German Design Brown,12582,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2688.jpg,Rectangle
145,Solano Eyewear CL-7224 German Design Black Tile Finish,12583,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2700.jpg,Rectangle
146,Solano Eyewear CL-7221 German Design Black Zig Zag White,12584,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2713.jpg,Rectangle
147,Braveheart Design B004 Metal Black,12585,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_3043.jpg,Rectangle
148,Braveheart Design B001 Black,12586,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_3040.jpg,Rectangle
149,Bodart B002 Metal Black,12587,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_3045.jpg,Rectangle
150,Bodart B002 Black,12588,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2891.jpg,Rectangle
151,Bodart B002 Copper,12589,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2898.jpg,Rectangle
152,Galina DU Eyewear 1023 Blue,12590,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2906.jpg,Rectangle
153,Galina DU Eyewear 1024 Blue,12591,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2918.jpg,Rectangle
154,Galina DU Eyewear 1025 Blue,12592,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2911.jpg,Rectangle
155,Galina DU Eyewear 1023 Black,12593,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_3062.jpg,Rectangle
156,Galina DU Eyewear 1025 Black,12594,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2934.jpg,Rectangle
157,Galina DU Eyewear 1023 Metal,12595,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2940.jpg,Rectangle
158,Heiser DU Eyewear N1444 Purple Violet,12597,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2954.jpg,Rectangle
159,Heiser DU Eyewear N1444 Blue,12598,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2965.jpg,Rectangle
160,Heiser DU Eyewear N1444 Mettalic Red,12599,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2970.jpg,Rectangle
161,Heiser DU Eyewear N1444 Metal Silver,12600,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_2979.jpg,Rectangle
162,Heiser DU Eyewear N1444 Black,12601,eyeframe,http://tak-apps-dev.s3.amazonaws.com/recruitment/machine-learning/dataset/dsc_3088.jpg,Rectangle
